관리번호,횡단보도폭,횡단보도길이,관할지역
2022121541,5.33,5.53,관양2동
2022121542,10.92,12.13,관양2동
2022121543,7.3,7.53,관양2동
2022121544,6.08,15.37,관양2동
2022121545,5.35,6.85,관양2동
2022121546,2.46,6.17,관양2동
2022121547,3.52,4.28,관양2동
2022121548,3.04,4.41,관양2동
2022121549,2.51,14.9,관양2동
2022121550,5.82,9.96,관양2동
2022121551,5.2,12.83,관양2동
2022121552,3.29,6.2,관양2동
2022121553,12.06,16.14,관양2동
2022121554,15.63,16.34,관양2동
2022121555,7.61,8.9,관양2동
2022121556,2.74,4.96,관양2동
2022121557,4.86,6.7,관양2동
2022121558,9.96,23.53,관양2동
2022121559,9.67,18.8,관양2동
2022121560,12.11,14.42,관양2동
2022121561,10.02,12.34,관양2동
2022121562,5.43,6.76,관양2동
2022121563,4.84,13.84,관양2동
2022121564,4.54,16.24,관양1동
2022121565,14.39,43.51,관양1동
2022121566,6.04,17.83,관양2동
2022121567,6.58,7.4,관양2동
2022121568,6.15,7.82,관양2동
2022121569,4.02,15.22,관양1동
2022121570,5.05,18.35,관양2동
2022121571,4.05,13.73,관양2동
2022121572,4.01,5.45,관양2동
2022121573,7.74,11.13,관양2동
2022121574,6.65,10.97,관양2동
2022121575,4.8,8.22,관양2동
2022121576,8.86,10.54,관양2동
2022121577,5.05,9.27,관양2동
2022121578,9.25,11.34,관양2동
2022121579,6.47,11.87,관양2동
2022121580,4.87,7.36,관양2동
2022121581,11.14,24.26,관양2동
2022121582,7.35,10.48,관양2동
2022121583,10.48,15.47,관양2동
2022121584,11.55,14.26,관양2동
2022121585,6.19,11.12,관양2동
2022121586,5.9,12.72,관양1동
2022121587,11.99,17.77,관양2동
2022121588,9.35,11.38,관양2동
2022121589,11.23,15.48,관양2동
2022121590,9.11,23.57,관양1동
2022121591,6.45,11.36,관양1동
2022121592,17.64,43.06,관양1동
2022121593,6.2,8.78,관양1동
2022121594,7.59,13.43,관양1동
2022121595,5.9,6.07,관양1동
2022121596,7.48,15.03,관양2동
2022121597,9.48,16.84,부림동
2022121598,17.04,43.01,관양1동
2022121599,7.18,14.54,관양1동
2022121600,4.32,7.8,관양2동
2022121601,4.93,5.53,관양1동
2022121602,8.47,11.35,관양2동
2022121603,8.23,14.06,관양2동
2022121604,7.77,16.96,관양2동
2022121605,7.33,18.2,관양1동
2022121606,8.83,13.22,관양2동
2022121607,6.65,12.2,관양2동
2022121608,4.13,8.52,관양2동
2022121609,11.06,15.64,관양2동
2022121610,7.96,10.73,관양2동
2022121611,5.77,11.74,관양1동
2022121612,9.33,13.7,관양1동
2022121613,0.67,1.76,관양1동
2022121614,4.04,7.23,관양1동
2022121615,5.21,11.25,관양1동
2022121616,2.94,6.59,관양1동
2022121617,6.11,9.27,관양1동
2022121618,5.73,8.12,부림동
2022121619,14.07,18.12,부림동
2022121620,12.74,25.59,부림동
2022121621,14.25,23.86,부림동
2022121622,5.11,8.39,관양1동
2022121623,4.94,13.46,관양1동
2022121624,7.27,8.85,관양1동
2022121625,9.19,16.19,부림동
2022121626,25.12,31.3,부림동
2022121627,4.26,11.27,부림동
2022121628,4.18,11.28,부림동
2022121629,5.08,7.9,관양1동
2022121630,12.07,19.91,관양1동
2022121631,12.07,21.33,관양1동
2022121632,15.13,43.29,관양1동
2022121633,8.65,16.49,관양1동
2022121634,8.64,13.65,관양1동
2022121635,6.4,13.43,관양1동
2022121636,5.25,12.02,관양1동
2022121637,4.91,10.81,관양1동
2022121638,9.15,13.27,관양1동
2022121639,7.5,16.83,관양1동
2022121640,11.2,27.73,관양1동
2022121641,7.47,15.86,관양1동
2022121642,8.09,19.81,관양1동
2022121643,7.4,15.04,관양1동
2022121644,5.12,12.62,관양1동
2022121645,3.56,11.93,관양1동
2022121646,6.89,18.16,관양1동
2022121647,5.48,5.63,비산3동
2022121648,16.62,33.04,비산3동
2022121649,6.65,14.45,비산3동
2022121650,7.32,15.66,비산3동
2022121651,8.67,25,비산3동
2022121652,5.68,5.7,비산3동
2022121653,8.51,20.52,비산3동
2022121654,6.55,7.29,비산3동
2022121655,6.1,8.55,비산3동
2022121656,4.62,8.06,비산3동
2022121657,5.31,7.52,비산3동
2022121658,5.39,6.52,비산3동
2022121659,7.23,13.15,비산3동
2022121660,8.15,10.63,관양1동
2022121661,11.31,17.13,부림동
2022121662,7.75,14.12,부림동
2022121663,6.67,10.84,부림동
2022121664,6.65,17.36,비산3동
2022121665,4.45,10.76,관양1동
2022121666,7.31,19.28,관양1동
2022121667,5.53,7.37,관양1동
2022121668,16.11,41.04,관양1동
2022121669,11.18,17.87,관양1동
2022121670,15.94,40.56,관양1동
2022121671,8.89,11.38,관양1동
2022121672,14.28,15.86,관양1동
2022121673,3.95,4.65,관양1동
2022121674,5,5.27,관양1동
2022121675,4.33,5.15,관양1동
2022121676,9.8,14.22,관양1동
2022121677,5.76,6.42,관양1동
2022121678,7.42,9.09,관양1동
2022121679,5.97,6.29,관양1동
2022121680,6.99,7.16,관양1동
2022121681,7.61,9.41,관양1동
2022121682,3.53,5.42,관양1동
2022121683,9.02,10.59,관양1동
2022121684,3.12,6.91,관양1동
2022121685,2.69,11.41,관양1동
2022121686,3.15,17.37,관양1동
2022121687,2.84,11.8,관양1동
2022121688,4.27,5.98,관양1동
2022121689,6.89,8.29,관양1동
2022121690,4.27,6.42,관양1동
2022121691,6.2,6.99,관양1동
2022121692,7.19,7.49,관양1동
2022121693,8.35,9.18,관양1동
2022121694,7.54,9.39,관양1동
2022121695,7.14,9.22,관양1동
2022121696,7.42,7.83,관양1동
2022121697,9.44,10.47,관양1동
2022121698,6.48,9.18,관양1동
2022121699,3.83,7.07,관양1동
2022121700,5.41,8.1,관양1동
2022121701,5.23,7.05,관양1동
2022121702,4.97,6.07,관양1동
2022121703,6.17,6.84,관양1동
2022121704,4.37,11.67,관양1동
2022121705,7.63,15.12,관양1동
2022121706,4.3,7.44,관양1동
2022121707,7.69,16.59,관양1동
2022121708,6.18,11.97,관양1동
2022121709,6.47,18.63,관양1동
2022121710,6.76,11.94,관양1동
2022121711,7.51,7.86,관양1동
2022121712,6.48,7.3,관양1동
2022121713,6.66,7.14,관양1동
2022121714,7.05,8.03,관양1동
2022121715,13.51,13.67,관양1동
2022121716,19.01,19.53,관양1동
2022121717,7.55,7.57,관양1동
2022121718,19.64,20.23,관양1동
2022121719,9.13,11.82,관양1동
2022121720,6.64,8.36,관양1동
2022121721,6.73,9.43,관양1동
2022121722,10.81,14.11,관양1동
2022121723,8.16,8.71,관양1동
2022121724,11.84,12.93,관양1동
2022121725,7.3,8.25,관양1동
2022121726,14.59,16.61,관양1동
2022121727,10.79,12.97,관양1동
2022121728,5.44,7.83,관양1동
2022121729,6.51,7.74,관양1동
2022121730,6.12,6.36,관양1동
2022121731,6.43,6.48,관양1동
2022121732,5.56,6.35,관양1동
2022121733,6.28,6.64,관양1동
2022121734,7.13,11.84,관양1동
2022121735,5.62,6.93,관양1동
2022121736,3.92,4.56,관양1동
2022121737,4.9,7.71,관양1동
2022121738,5.89,8.48,관양1동
2022121739,8.46,10.05,관양1동
2022121740,16.56,16.67,관양1동
2022121741,8.07,9.83,관양1동
2022121742,9.73,12.9,관양1동
2022121743,6.79,7.32,관양1동
2022121744,5.97,6.35,관양1동
2022121745,6.67,7.23,관양1동
2022121746,6.72,6.96,관양1동
2022121747,6.85,6.96,관양1동
2022121748,6.33,6.97,관양1동
2022121749,7.41,8.07,관양1동
2022121750,10.31,10.62,관양1동
2022121751,10.5,10.75,관양1동
2022121752,8.88,9.73,관양1동
2022121753,11.76,16.67,관양1동
2022121754,12.05,16.83,관양1동
2022121755,5.71,7.96,관양1동
2022121756,4.34,6.29,관양1동
2022121757,5.82,7.01,관양1동
2022121758,5.57,9.99,관양1동
2022121759,6.24,6.65,관양1동
2022121760,9.6,10.99,관양1동
2022121761,5.43,5.69,관양1동
2022121762,6.93,7.07,관양1동
2022121763,4.1,6.77,관양1동
2022121764,4.21,9.52,관양1동
2022121765,7.67,8.24,관양1동
2022121766,6.44,6.64,관양1동
2022121767,6.2,6.4,관양1동
2022121768,7.32,11.35,관양1동
2022121769,5.7,6.3,관양1동
2022121770,3.69,8,관양1동
2022121771,13.44,18.11,관양1동
2022121772,4.24,6.05,관양1동
2022121773,7.54,11.65,관양1동
2022121774,9.54,13.08,관양1동
2022121775,5.03,9.88,관양1동
2022121776,4.13,4.26,관양1동
2022121777,4.72,5.06,관양1동
2022121778,4.66,4.77,관양1동
2022121779,4.18,4.52,관양1동
2022121780,7.36,9.7,관양1동
2022121781,11.09,20.64,관양1동
2022121782,9.91,17.2,관양1동
2022121783,4.99,6.62,관양1동
2022121784,6.03,6.29,관양1동
2022121785,13.94,14.46,관양1동
2022121786,5.15,7.4,관양1동
2022121787,4.57,12.78,관양1동
2022121788,7.12,10.65,비산3동
2022121789,4.46,6.65,비산3동
2022122163,5.76,10.85,석수1동
2022122164,4.18,9.53,석수1동
2022122165,5.77,10.54,석수1동
2022122166,4.47,5.49,석수1동
2022122167,4.62,6.62,석수1동
2022122168,4.78,6.4,석수1동
2022122169,5.57,14.17,석수1동
2022122170,6.29,6.99,석수1동
2022122171,5.55,6.21,석수1동
2022122172,5.7,6.77,석수1동
2022122173,3.55,12.28,석수1동
2022122174,6.52,10.15,석수1동
2022122175,5.06,6.51,석수1동
2022122176,6.8,9.11,석수1동
2022122177,8.54,9.44,석수1동
2022122178,9.06,10.86,안양2동
2022122179,9.93,10.1,안양2동
2022122180,4.75,6.9,석수1동
2022122181,5.99,6.49,석수1동
2022122182,6.08,12.14,안양2동
2022122183,6.4,8.04,안양2동
2022122184,4.55,5.27,석수1동
2022122185,7.27,7.92,석수1동
2022122186,6.06,7.58,석수1동
2022121815,8.55,8.59,관양1동
2022121816,3.19,7.1,관양1동
2022121817,3.25,7.15,관양1동
2022121818,3.35,7.04,관양1동
2022121819,7.06,7.67,관양1동
2022121820,9.79,10.03,관양1동
2022121821,12.31,12.44,관양1동
2022121822,6.01,9.61,비산3동
2022121823,6.57,16.62,비산3동
2022121824,6.75,13.67,비산3동
2022121825,10.41,14.24,비산3동
2022121826,5.78,6.73,비산3동
2022121827,6.47,7.78,비산3동
2022121828,5.68,5.77,비산3동
2022121829,3.49,5.45,비산3동
2022121830,5.1,5.16,비산3동
2022121831,12.89,13.74,비산3동
2022121832,6.18,7.21,비산1동
2022121833,8.75,12.17,비산1동
2022121834,8.91,10.98,비산1동
2022121835,14.4,16.78,비산1동
2022121836,8.47,11.06,비산1동
2022121837,5.55,11.72,비산1동
2022121838,8.32,11.19,비산1동
2022121839,4.89,5.01,비산1동
2022121840,14.31,14.7,비산1동
2022121841,3.52,14.04,비산1동
2022121842,5.44,7.79,비산1동
2022121843,6.66,8.99,비산1동
2022121844,11.78,12.19,비산1동
2022121845,14.27,14.35,비산1동
2022121846,14.83,15.18,비산1동
2022121847,5.28,5.49,비산1동
2022121848,5.63,5.7,비산1동
2022121849,6.38,8.32,비산1동
2022121850,5.93,12.11,비산1동
2022121851,10.39,14.47,비산1동
2022121852,4.69,5.07,비산1동
2022121853,8.26,14.49,비산1동
2022121854,6.23,8.53,비산1동
2022121855,5.28,5.29,비산1동
2022121856,6.96,14.81,비산1동
2022121857,3.29,6.62,비산1동
2022121858,5.09,13.97,비산1동
2022121859,13.36,16.72,비산1동
2022121860,7.58,8.42,비산1동
2022121861,5.56,11.04,비산1동
2022121862,5.07,12.32,비산1동
2022121863,8.9,12.72,비산1동
2022121864,9.22,12.77,안양1동
2022121865,7.58,9.59,안양1동
2022121866,14.63,17.56,안양2동
2022121867,4.84,5.05,비산1동
2022121868,12.6,15.03,비산1동
2022121869,8.26,8.86,비산1동
2022121870,8.11,8.48,안양1동
2022121871,11.44,11.66,안양1동
2022121872,19.37,20.61,비산1동
2022121873,7.55,9.5,안양1동
2022121874,7.49,9.39,안양1동
2022121875,7.21,8.49,안양1동
2022121876,10.23,10.68,안양1동
2022121877,3.84,9.55,안양1동
2022121878,9.5,9.69,안양1동
2022121879,8.85,9.02,안양1동
2022121880,10.53,10.92,안양1동
2022121881,4.95,5.97,비산1동
2022121882,9.19,14.63,비산1동
2022121883,7.82,7.9,비산1동
2022121884,19.76,19.83,비산1동
2022121885,17.56,18.5,비산1동
2022121886,7.01,7.11,비산1동
2022121887,9.99,11.34,안양1동
2022121888,10.73,11.81,안양2동
2022121889,7.06,9.21,안양1동
2022121890,11.18,12.89,안양1동
2022121891,14.37,14.92,안양1동
2022121892,11.49,12.67,안양2동
2022121893,9.63,9.69,안양2동
2022121894,7.4,7.89,안양2동
2022121895,21.18,25.98,안양1동
2022121896,4.56,4.57,안양1동
2022121897,2.87,3.39,안양1동
2022121898,6.48,7.02,안양1동
2022121899,4.98,9.08,안양1동
2022121900,2.55,2.59,안양2동
2022121901,7.71,8.25,안양1동
2022121902,6.77,7.37,안양1동
2022121903,7.16,8.59,안양1동
2022121904,5.95,9.11,안양1동
2022121905,3.79,5.3,안양2동
2022121906,6.72,7.25,안양1동
2022121907,4.12,7.16,안양1동
2022121908,8.03,9.43,안양1동
2022121909,6.05,6.76,안양1동
2022121910,5.06,6.41,안양2동
2022121911,7.01,8.67,안양2동
2022121912,8.95,9.64,안양2동
2022121913,9.4,9.55,안양2동
2022121914,3.23,5.16,안양1동
2022121915,3.81,4.35,안양2동
2022121916,7,8.42,안양2동
2022121917,7.96,11.1,안양1동
2022121918,28.71,38.56,안양2동
2022121919,8.92,10.29,안양2동
2022121920,2.47,6.02,안양3동
2022121921,8.38,10.74,안양2동
2022121922,11.48,12.48,안양2동
2022121923,4.66,6.45,안양2동
2022121924,11.41,12.82,안양2동
2022121925,7.18,7.92,안양2동
2022121926,16.52,22.09,안양2동
2022121927,18.86,24.48,안양2동
2022121928,12.8,14.97,안양2동
2022121929,6.19,7.2,안양2동
2022121930,18.63,18.88,안양2동
2022121931,7.83,8.87,안양3동
2022121932,17.34,22.79,안양2동
2022121933,2.98,7.25,안양2동
2022121934,2.03,5.06,안양2동
2022121935,6.71,13.76,안양3동
2022121936,2.8,5.09,안양3동
2022121937,2.28,4.17,안양3동
2022121938,5.7,6.39,안양3동
2022121939,5.02,6.34,안양2동
2022121940,20.67,26.6,안양3동
2022121941,6.87,8.78,안양3동
2022121942,2.34,6.09,안양3동
2022121943,3.09,4.47,안양3동
2022121944,7.06,8.58,안양3동
2022121945,3.98,5.05,안양3동
2022121946,7.22,13.49,박달1동
2022121947,4.61,10.84,박달1동
2022121948,2.65,8.24,박달1동
2022121949,3.11,6.87,박달1동
2022121950,2.77,7.06,안양2동
2022121951,2.89,8.14,안양3동
2022121952,2.7,7.35,안양2동
2022121953,6.35,13.79,안양2동
2022121954,2.38,5.02,안양3동
2022121955,2.32,5.16,안양3동
2022121956,3.09,5.41,박달1동
2022121957,2.38,6.22,박달1동
2022121958,7.73,11.3,박달1동
2022121959,6.5,13.17,박달1동
2022121960,8.65,17.58,박달1동
2022121961,6.37,13.82,박달1동
2022121962,5.29,14.85,박달2동
2022121963,10.69,13.16,박달1동
2022121964,6.3,7.82,박달1동
2022121965,8.1,18.57,박달2동
2022121966,3.05,5.82,박달2동
2022121967,10.11,11.86,박달2동
2022121968,10.17,12.92,박달1동
2022121969,5.77,5.79,박달2동
2022121970,3.53,9.22,박달1동
2022121971,6.03,13.21,박달2동
2022121972,2.99,17.06,박달1동
2022121973,6.38,13.75,박달1동
2022121974,2.71,6.13,박달1동
2022121975,1.42,8.04,박달2동
2022121976,2.17,10.07,박달2동
2022121977,12.49,13.54,박달1동
2022121978,13.23,14.63,박달2동
2022121979,4.5,6.14,박달2동
2022121980,9.88,10.22,박달2동
2022121981,5.52,8.66,박달1동
2022121982,4.96,7.1,박달1동
2022121983,5.26,7.01,박달2동
2022121984,8.34,16.95,박달2동
2022121985,2.14,6.34,박달2동
2022121986,8.85,21.37,박달2동
2022121987,4.4,7.1,박달2동
2022121988,8.1,9.09,박달1동
2022121989,4.2,6.16,박달2동
2022121990,6.88,8.17,박달2동
2022121991,8.72,21.56,박달2동
2022121992,8.65,10.03,박달2동
2022121993,8.44,9.65,박달2동
2022121994,10.47,13.41,박달2동
2022121995,10.49,13.76,박달2동
2022121996,8.26,9.12,박달2동
2022121997,9.2,20.59,박달2동
2022121998,10.24,11.85,박달2동
2022121999,7.23,10.93,박달2동
2022122000,6.89,21.46,박달2동
2022122001,7.52,11.1,박달2동
2022122002,5.16,9.57,박달2동
2022122003,5.53,5.99,박달2동
2022122004,3.14,8.76,박달2동
2022122005,6.44,7.12,박달2동
2022122006,3.84,7.06,비산3동
2022122007,12.08,27.02,비산3동
2022122008,7.57,9.3,비산3동
2022122009,4.9,8.67,비산3동
2022122010,7.73,10.93,비산3동
2022122011,10.91,25.54,비산3동
2022122012,6.03,8.97,비산3동
2022122013,4.35,4.9,비산3동
2022122014,9.64,12.38,비산3동
2022122015,8.15,8.48,비산3동
2022122016,9.12,9.12,비산3동
2022122017,9.49,24.13,비산3동
2022122018,4.66,4.73,비산1동
2022122019,7.15,7.26,비산1동
2022122020,5.52,5.95,비산1동
2022122021,5.92,6.71,비산1동
2022122022,2.56,6.9,비산1동
2022122023,4,5.45,비산1동
2022122024,4.4,8,비산1동
2022122025,7.07,8.17,비산1동
2022122026,10.04,12.54,비산1동
2022122027,2.98,4.43,비산1동
2022122028,7.26,9.67,비산1동
2022122029,7.85,12,비산1동
2022122030,9.19,12.73,비산1동
2022122031,4.49,6.94,비산1동
2022122032,6.5,8.58,비산1동
2022122033,5.64,6.21,비산1동
2022122034,5.27,5.73,비산1동
2022122035,5.8,6.33,비산1동
2022122036,23.93,39.94,안양2동
2022122037,7.55,7.88,안양2동
2022122038,8.58,8.91,안양2동
2022122039,6.66,9.42,안양2동
2022122040,9.96,11.96,안양2동
2022122041,5.88,6.74,안양2동
2022122042,6.09,6.39,안양2동
2022122043,6.32,7.35,안양2동
2022122044,11.21,13.46,안양2동
2022122045,5.41,6.03,안양2동
2022122046,11.2,13.32,안양2동
2022122047,7.82,9.1,안양2동
2022122048,17.9,19.22,안양2동
2022122049,4.3,5.21,안양2동
2022122050,5.84,6.27,안양2동
2022122051,6.8,8.41,안양2동
2022122052,6.72,7.19,안양2동
2022122053,3.99,6.55,안양2동
2022122054,17.26,23.99,안양2동
2022122055,11.51,13.99,안양2동
2022122056,12.24,13.77,안양2동
2022122057,7.47,7.62,안양2동
2022122058,10.37,12.8,안양2동
2022122059,13.21,15.95,안양2동
2022122060,7.6,9.03,안양2동
2022122061,11.19,19.27,박달1동
2022122062,7.53,8.1,안양2동
2022122063,12.64,25.05,안양2동
2022122064,7.26,11.03,석수2동
2022122065,7.9,12.87,석수2동
2022122066,18.57,22.85,석수2동
2022122067,13.79,17.8,석수2동
2022122068,19.08,24.96,안양2동
2022122069,14.87,19.73,안양2동
2022122070,6.29,6.6,안양2동
2022122071,7.22,8.18,안양2동
2022122072,16.48,22.25,안양2동
2022122073,17.72,22.49,안양2동
2022122074,11.06,16.62,박달1동
2022122075,10.85,14.11,박달1동
2022122076,11.34,20.04,박달1동
2022122077,10.85,13.31,박달1동
2022122078,10.15,11.71,박달1동
2022122079,6.65,9.26,석수2동
2022122080,6.1,7.04,박달1동
2022122081,6.38,9.64,박달1동
2022122082,5.15,6.68,박달1동
2022122083,12.27,18.11,박달1동
2022122084,8.67,11.07,석수2동
2022122085,6.48,6.92,석수3동
2022122086,8.49,14.34,석수2동
2022122087,11.35,17.26,석수3동
2022122088,14.08,17.82,석수3동
2022122089,16.26,19.06,석수3동
2022122090,4.19,6.49,석수3동
2022122091,6.36,6.57,석수3동
2022122092,3.17,6.2,석수3동
2022122093,5.95,6.56,석수3동
2022122094,5.22,8.36,석수3동
2022122095,12.63,18.89,석수3동
2022122096,8.9,13.86,석수3동
2022122097,6.62,12.17,석수3동
2022122098,5.17,8.98,석수3동
2022122099,10.2,11.59,석수3동
2022122100,14.03,19.9,석수3동
2022122101,4.2,9.67,석수3동
2022122102,7.64,17.71,석수3동
2022122103,8.95,9.8,석수3동
2022122104,6.91,13.15,석수3동
2022122105,6.17,8.57,석수3동
2022122106,8.4,11.31,석수3동
2022122107,15.68,19.16,석수3동
2022122108,6.41,8.89,석수3동
2022122109,4.28,5.68,석수3동
2022122110,14.8,19.57,석수3동
2022122111,12.08,17.52,석수3동
2022122112,6.13,7.09,석수3동
2022122113,11.86,15.88,석수3동
2022122114,8.75,13.61,안양2동
2022122115,7.29,9.36,안양2동
2022122116,10.32,14.15,안양2동
2022122117,5.85,7.97,안양2동
2022122118,2.24,3.53,안양2동
2022122119,3,4.32,안양2동
2022122120,3,4.32,안양2동
2022122121,12.49,14.92,안양2동
2022122122,10.97,12.87,안양2동
2022122123,11.41,16.2,안양2동
2022122124,7.07,8.47,석수2동
2022122125,19.13,22.97,석수2동
2022122126,6.86,12.23,안양2동
2022122127,5.81,6.57,석수2동
2022122128,18.46,23.25,석수2동
2022122129,6.7,6.85,석수2동
2022122130,6.19,6.39,석수2동
2022122131,3.63,4.02,안양2동
2022122132,2.79,3.43,석수2동
2022122133,7.48,12.85,석수2동
2022122134,9.54,22.9,석수2동
2022122135,5.13,8.67,석수2동
2022122136,5.99,6.56,석수2동
2022122137,19.49,22.64,석수2동
2022122138,18.31,23.39,석수2동
2022122139,8.92,15.5,석수2동
2022122140,11.78,13.71,석수2동
2022122141,9.22,16.22,석수2동
2022122142,11.33,29.18,석수2동
2022122143,8.58,16.45,석수2동
2022122144,9.41,22.72,석수2동
2022122145,12.34,14.2,석수2동
2022122146,7.45,12.54,석수2동
2022122147,16.06,21.82,석수2동
2022122148,8.45,13.72,석수2동
2022122149,5.69,13.8,석수2동
2022122150,11.05,13.53,석수2동
2022122151,7.46,12.6,석수2동
2022122152,17.96,22.61,석수2동
2022122153,3.76,6.92,석수2동
2022122154,5.27,11.94,석수2동
2022122155,3.07,8.61,석수2동
2022122156,6.16,9.23,석수2동
2022122157,4.27,6.56,석수2동
2022122158,6.33,8.81,석수2동
2022122159,3.81,4.53,석수2동
2022122160,4.57,6.74,석수2동
2022122161,6.88,7.3,석수1동
2022122162,7.59,9.75,석수1동
2022122536,9.07,16.9,석수2동
2022122537,6.8,11.71,석수2동
2022122538,8.47,10.49,석수2동
2022122539,8.18,19.04,석수2동
2022122540,4.15,5.98,석수2동
2022122541,4.05,5.85,석수2동
2022122542,7.02,15.73,석수2동
2022122543,9.14,14.4,석수2동
2022122544,4.23,7.31,석수2동
2022122545,3.94,8.51,석수2동
2022122546,8.36,16.34,석수2동
2022122547,4.11,10.45,석수2동
2022122548,4.03,9.43,석수2동
2022122549,4.12,5.83,석수2동
2022122550,4.07,5.9,석수2동
2022122551,8.8,22.1,석수2동
2022122552,6.73,21.29,석수2동
2022122553,4.1,5.92,석수2동
2022122554,5.52,6.11,석수2동
2022122555,4.24,5.93,석수2동
2022122556,4.04,5.85,석수2동
2022122557,5.44,5.99,석수2동
2022122558,5.61,6.9,석수2동
2022122559,2.86,3.67,석수2동
2022122560,3.13,7.62,석수2동
2022122187,7.05,8.2,안양2동
2022122188,8.86,11.7,안양2동
2022122189,9.16,11.39,안양2동
2022122190,9.14,9.23,안양2동
2022122191,6.06,7.15,석수1동
2022122192,8.26,9.52,안양2동
2022122193,9.7,10.02,안양2동
2022122194,4.01,5.42,석수1동
2022122195,9.01,10.6,안양2동
2022122196,8.16,8.49,안양2동
2022122197,6.38,10.27,안양2동
2022122198,6.09,6.74,석수1동
2022122199,3.44,9.84,석수1동
2022122200,7.07,9.49,석수2동
2022122201,5.03,5.04,석수1동
2022122202,7.92,9.62,석수1동
2022122203,29.5,32.06,석수1동
2022122204,5.34,7.29,석수2동
2022122205,6.68,8.86,석수2동
2022122206,7.55,10.88,석수1동
2022122207,7.46,7.91,석수1동
2022122208,5.05,12.12,석수1동
2022122209,8.21,8.39,석수1동
2022122210,6.89,11.1,석수1동
2022122211,5.49,6.4,석수2동
2022122212,4.21,5.4,석수2동
2022122213,6.49,7.57,석수2동
2022122214,11.54,15.08,석수2동
2022122215,4.75,5.61,석수2동
2022122216,4.6,5.67,석수2동
2022122217,7.01,7.68,석수2동
2022122218,6.92,7.9,석수2동
2022122219,12.47,14.9,석수2동
2022122220,6.94,8.05,석수2동
2022122221,5.69,6.92,석수2동
2022122222,12.09,15.64,석수2동
2022122223,12.43,14.44,석수2동
2022122224,7.69,22.69,석수2동
2022122225,7.39,14.03,석수2동
2022122226,17.12,21.68,석수2동
2022122227,6.09,6.43,석수2동
2022122228,4.67,5.55,석수2동
2022122229,9.54,22.58,석수2동
2022122230,4.89,6.15,석수1동
2022122231,10.46,11.22,석수1동
2022122232,5.93,6.02,석수1동
2022122233,4.17,6.02,석수1동
2022122234,8.71,9.02,석수1동
2022122235,5.41,11.53,석수1동
2022122236,7.49,15.35,석수1동
2022122237,4.39,4.6,석수1동
2022122238,6.52,12.41,석수1동
2022122239,10.63,18.75,석수1동
2022122240,7.15,13.94,석수1동
2022122241,3.27,8.65,석수1동
2022122242,15.8,17.67,석수1동
2022122243,14.55,15.92,석수1동
2022122244,9.86,10.09,석수1동
2022122245,6.26,7.07,석수1동
2022122246,16.51,17.02,석수1동
2022122247,5.96,6.49,석수1동
2022122248,6.93,6.95,석수1동
2022122249,5.56,5.68,석수1동
2022122250,6.13,6.75,석수1동
2022122251,6.89,7.38,석수1동
2022122252,5.39,5.95,석수1동
2022122253,7.23,8.98,석수1동
2022122254,21.47,27.43,석수1동
2022122255,20.52,34.69,석수1동
2022122256,2.48,3.13,석수1동
2022122257,13.94,14.05,석수1동
2022122258,29.16,30.7,석수1동
2022122259,5.82,6.27,석수1동
2022122260,17.06,22.59,석수2동
2022122261,10.06,14.88,석수2동
2022122262,7.46,7.67,석수1동
2022122263,8.97,19.87,석수2동
2022122264,5.67,6.81,석수2동
2022122265,5.84,7.1,석수1동
2022122266,4.03,5.48,석수2동
2022122267,7.56,9.57,석수2동
2022122268,5.6,10.51,석수2동
2022122269,7.51,9.17,석수2동
2022122270,5.21,8.39,석수2동
2022122271,7.47,11.25,석수2동
2022122272,5.81,10.61,석수2동
2022122273,7.65,9.62,석수2동
2022122274,7.43,9.48,석수2동
2022122275,5.31,9.34,석수2동
2022122276,8.71,17.88,석수2동
2022122277,7.75,12.57,석수2동
2022122278,8.48,18.06,석수2동
2022122279,7.99,14.29,석수2동
2022122280,7.62,9.11,석수2동
2022122281,7.6,9.19,석수2동
2022122282,6.89,8.5,석수2동
2022122283,6.58,6.92,석수2동
2022122284,12,12.92,석수2동
2022122285,10.87,12.35,석수2동
2022122286,6.08,6.18,석수2동
2022122287,11.67,12.92,석수2동
2022122288,6.33,8.55,석수2동
2022122289,13.08,13.6,석수2동
2022122290,7.11,7.69,석수2동
2022122291,6.8,8.34,석수2동
2022122292,5.51,15.47,석수2동
2022122293,8.06,11.79,석수2동
2022122294,9.15,13.6,석수1동
2022122295,11.09,22.29,석수1동
2022122296,0.52,4.34,석수2동
2022122297,5,5.01,석수2동
2022122298,8.98,18.43,석수2동
2022122299,4.91,9.18,석수1동
2022122300,9.92,10.02,석수1동
2022122301,6.31,9.54,석수1동
2022122302,21.38,26.4,석수1동
2022122303,11.74,13.91,석수1동
2022122304,5.79,7.36,석수1동
2022122305,5.28,5.33,비산3동
2022122306,5.17,5.38,비산3동
2022122307,7.16,7.55,비산3동
2022122308,6.69,7.95,비산3동
2022122309,4.32,5.13,비산3동
2022122310,3.16,4.97,비산3동
2022122311,7.01,7.98,비산3동
2022122312,8.8,11.84,비산3동
2022122313,3.12,8.8,비산3동
2022122314,6.27,7.21,비산3동
2022122315,14.61,31.12,비산3동
2022122316,4.46,4.7,비산3동
2022122317,11.63,16.46,비산3동
2022122318,6.1,8.85,비산3동
